,Relaxed,Dizzy,Hungry,Euphoric,Happy,Depression,Insomnia,Pain,Stress,Cramps,Creative,Energetic,Talkative,Lack of Appetite,Nausea,Dry Mouth,Headache,Uplifted,Tingly,Paranoid,Sleepy,Fatigue,Headaches,Dry Eyes,Focused,Eye Pressure,Anxious,Giggly,Aroused,Inflammation,Spasticity,Seizures,Muscle Spasms
Strawberry Milkshake,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no
Strawberry OG,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no
Strawberry Satori,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
Sublime,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no
Sugar Black Rose,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
Sugar Cookie,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no
Sugar Kush,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no
Sugar Mama,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no
Sugar Plum,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no
Sugar Punch,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,no
Sugar Shack,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
Suicide Girl,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Summertime Squeeze,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no
Sumo Grande,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no
Sun Ra,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Sunburn,yes,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes
Sunset Haze,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes
Sunset Sherbet,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no
Sunshine,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Sunshine #4,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Sunshine Daydream,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no
Supa Don,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no
Super  Chronic,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
Super Blue Dream,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no
Super Bud,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no
Super Cat Piss,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no
Super Cheese,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no
Super G,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Super Green Crack,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no
Super Jack,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no
Super Kush,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
Super Lemon Haze,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no
Super Lemon OG,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,yes
Super Silver Haze,yes,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Super Silver Lights,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes
Super Skunk,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes
Super Snow Dog,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Super Sour Diesel,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no
Super Sour OG,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,yes
Super Sour Skunk,no,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Super Sour Widow,yes,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no
Super Sweet,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no
Supergirl,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no
Superglue,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no
Superman OG,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes
Supermax OG,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no
Supernatural,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no
Supernova,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Superstar,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes
Suzy Q,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes
Swazi Gold,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
Sweet Baby Jane,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no
Sweet Berry,yes,no,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,no
Sweet Black Angel,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
Sweet Cheese,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Sweet Deep Grapefruit,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes
Sweet Diesel,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Sweet Dream,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no
Sweet Dreams,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Sweet Harlem Diesel,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no
Sweet Jane,no,no,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no
Sweet Kush,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no
Sweet Lafayette,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Sweet Nina,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no
Sweet Pebbles,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
Sweet Tooth,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no
Sweet and Sour Widow,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no
Swiss Bliss,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no
Swiss Gold,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no
Swiss Indica,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
Swiss Tsunami,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no
THC Bomb,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no
TJ's CBD,yes,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no
Tahoe Alien,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no
Tahoe Hydro Champagne,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Tahoe Hydro OG,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes
Tahoe OG Kush,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no
Tahoe Purps,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
Taliban Poison,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes
Tangelo,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no
Tangelo Kush,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no
Tangerine,yes,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no
Tangerine Dream,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
Tangerine Haze,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no
Tangerine Kush,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no
Tangerine Man,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Tangerine Power,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Tangerine Sunrise,no,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no
Tangie,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Tangie Dream,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Tangier Chilly,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Tangilope,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
Tango Kush,no,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
Tembo Kush,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
Terminator OG,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Tesla,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
Tesla Tower,yes,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no
Thai,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no
Thai Girl,yes,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no
Thai Haze,no,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes
Thai Lights,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
Thai-Tanic,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no
The Black,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no
The Blintz,no,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
The Blood,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no
The Brotherhood,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no
The Cough,no,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
The Doctor,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no
The Flav,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no
The Grunk,no,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no
The Hog,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes
The OX,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes
The One,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no
The Ooze,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
The Sauce,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no
The Sheriff,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no
The Sister,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
The Third Dimension,no,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes
The Truth,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
The Void,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no
The White,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no
The Wife,yes,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,yes
Thelonious Skunk,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Thin Mint Girl Scout Cookies,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no
Think Different,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no
Thor's Hammer,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no
Throwback Kush,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Thunderbird Rose,no,no,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
Thunderstruck,yes,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no
Tickle Kush,no,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
Tiger Woods,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
Tiger's Milk,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no
Tigermelon,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Tillamook Strawberry,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Timewreck,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no
Tina Danza,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no
Titan's Haze,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
Tokyo OG,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no
Tommy's Home Grown,yes,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Tora Bora,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes
Toxic Punch,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Training Day,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes
Trainwreck,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no
Tranquil Elephantizer: Remix,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no
Trash,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
Travel Joint,no,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no
Treasure Island,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no
Tree of Life,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Tres Dawg,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no
Triangle Kush,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Trident,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes
Trifecta,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
Trinity,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no
Triple Cheese,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no
Triple Diesel,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,yes
Trix,no,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no
Tropic Thunder,no,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
Tropical Tang,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no
Tropicali,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no
True OG,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no
Truffle Butter,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no
